question_text,target
Why do modern women think they can speak when MEN are talking?,1
"Why do some transwomen try to dictate to ciswomen about being women in conversations, when ciswomen have had to experience being a woman longer?",1
Why do I feel Korean girls are envy of Japanese girls?,1
Was it the intent of the Mormon Joseph Smith to gradually roll out hermetic and gnostic doctrine or were his prophecies the natural evolution of a man enamored with arcane esoterica?,1
Why do I dislike Indians being overwhelmingly on Quora?,1
Why do many guys in Syria claim that they are in the US military and ask for money constantly?,1
Fraudsters like Nirav Modi and Vijay Mallya are looting India but the Modi government is sleeping. What happened to PM Modi's 56-inch chest?,1
Should anyone who chooses to work for or cooperate with the Trump Whitehouse be shunned from employment opportunities in the future?,1
Why do people ask questions on Quora then answer them themselves? Do they just want to see their thoughts in writing because they don't own paper and pens/pencils?,1
Do you use pasta sauce for your chili?,1
So if we're just allowed to ban people who are slightly more likely to commit an act of terrorism why haven't white males with depression been banned?,1
Is Mercedes R. Lackey jealous of the amount of praises Elon musk gets on Quora?,1
Why is merkel and macron bent upon protecting refugees at the cost of local people. Are they silently responsible for mass rapes and bringing ghetto culture to their land?,1
Women's are dangerous species in earth?,1
"Is it illegal to threaten a cafe with releasing rats into their building in order to get them to close, but you have no means to actually release any rats? I’m thinking of calling this the Robbie Rat conundrum, thoughts?",1
Are Serbs the most beautiful people in the world?,1
Do people realize that the reason that Trump is the president is because of Ukraine?,1
"If East Asians have a higher average income than whites, do they have East Asian privilege?",1
"What sentence in modern Hebrew consists of five words, where each word is two letters, and four of the five words is the same word? If no one has posted the answer by next week, I'll post it myself.",1
"Why don't we explicitly condemn creationism as fraud? Most Christians recognize that evolution is real, while the book of Genesis is just a metaphor. What is wrong with calling a fraud by its proper name?",1
How did Donald Trump become such a chump?,1
Do women ever feel guilty about working outside the home?,1
What Happen when children do sex?,1
Is Dr. Steven Greer an extremely good fraudster with his claims of ufo' s and aliens?,1
Does Quora use self-learning AI bots to filter and shadow remove answers or people?,1
Can I get a girl in Delhi?,1
Why does India want to give birth to more people to catch up with Chinese population?,1
What did Trump and Sessions possibly gain from firing McCabe with less than 24 hours until retiring?,1
I am having strong sexual desires to have sex with sisters of my wife. I never will do such things but having these desires are normal and do they make me pervert?,1
Why are most police and former police assholes?,1
"Why were the Palestinians in the Galilee area not ""removed"" by Israeli forces in 1948 as were almost all in the rest of the country?",1
"Why do so many Americans believe that their military is spread all around the world in a bid to be ""a force for good"", when the leaders of every other empire, from the Roman to the Ottoman to the Japanese, also used this line in their propaganda?",1
It's been reported that President Trump's first executive order included cutting-off ISIS funding. Was the Obama administration funding ISIS?,1
Is it worth it to treat girls very terrible as they like bad guys?,1
Why is raping a girl such a special crime?,1
Is inbreeding OK/allowed if every romantic partner of the opposite gender outside of your family rejects you (because continued advances on them are illegal so inbreeding should be OK)?,1
Why isn't the media calling out Donald Trump on being mentally ill?,1
"Why the h*ck do Brits end every sentence with ""x""?",1
Why do progressive activists feel that tearing down antique historic but politically incorrect statues accomplishes a positive good?,1
"Do you want the truth from an astronomer, or do you want to play a game?",1
Tamils Narikoravar eat cat! If court bans cat meat will Tamils do outrage saying its our tradition?,1
Was half of Europe blind before glasses?,1
"If Peter Fonda followed through on his desire to rape Barron Trump, is there a federal death penalty for that crime?",1
How many people knew that the Chinese actually came from Egypt? Half of its 5000 years of history did not happen on today's land. Is it a secret only known by few Chinese?,1
Are Chinese people generally known to be cruel?,1
"So let me get this straight: Obama and Hillary give $147 billion to Iran and OKed Russia taking 20% of US nuclear materials, then her husband makes a deal for $145 million gift to Clinton foundation, but the DNC and media accuse Trump of collusion?",1
Why do many people who claim to be Christians have children without being married?,1
"Is it just me, but why can't I seem to fully grasp the reality that Donald Trump is actually the President of the United States?",1
"When the next Democrat is elected President, why shouldn’t Republicans simply impeach him/her for no reason since many Democrats have called for an impeachment with no reason for Trump? Why even have elections?",1
Is it true Narendra Damodardas Modi will orchestrate a fake assassination plot against himself to get sympathy votes post losing Karnataka polls?,1
Why do all of you Neo-Nazis try to pretend that this piece of propaganda is remotely accurate?,1
How do you feel about the psychological state of the black community? Chicago also?,1
Where can I meet a dead sexy young lady?,1
"How can I have sex with my aunty daughter (my mother's sister girl) whenever we meet, she allows to toch her ass, hip, boobs (not directly). I am from South side of India?",1
Why do Australian tourists in Bali not behave themselves?,1
"Why does today's society eulogize, encourage and support victimhood? Aren't 'victims' the worst form of oppressors you can find because they make you look like an oppressor when you actually aren't?",1
"Do Singaporeans know what a black person is? Cus my classmates refer to Indian people as ""black"".",1
Why are Muslims so easy to radicalise compared to other religions?,1
Why are people in Utah rude and snobby and selfish?,1
"Why can't Christians see that if God punished all of humankind for two people eating a fruit, that he must have known that those two would do it, meaning God is evil?",1
"If Meghan Markle's mother is African American, why isn't the media portraying her as the 'black princess' like Obama was the 'black president' or Woods was the 'black golfer'?",1
"India has admitted it faces Hindu terrorism, will Pakistan too admit it faces Islamist terrorism?",1
"As a Christian who believes in literal Hell fire, do you think liberal Christians are doing a terrible thing by telling everyone that non-Christians can get into Heaven? Aren’t such misleaders an even bigger problem than anti-Christian loudmouths?",1
Why are men more successful than woman?,1
Who shot the sheriff?,1
"Why does everybody remember that Sicily was occupied by the Saracens, but nobody remember that the Normans from Scandinavia were there even for more time?",1
Why can the media take Trump literally but never take Obama literally?,1
Do pre transition transwomen prefer to be fucked with the guy on their top and facing them?,1
Why are Nirbhaya's photos still not revealed? I could find only 1 photo of her in the Internet. Where can I find more of her photos?,1
Can fuckers on Quora please shut the fuck up about IQ?,1
Is it bad that I stole 7k of stuff from retail stores?,1
"What would your child rather do, kill a puppy for a new phone or ruin a phone for a puppy?",1
"Do white people in America think they are privileged? Is that a real thing going on, or just a bad meme?",1
"Canada is as dangerous as Pakistan. Both countries are allowing their soil to be used against India, and both countries support terrorists. Why is the Indian Government not taking proper action against Canada?",1
Would you describe Meral Aksener the ultimate ugly and evil face a woman on earth can have she scares little kids?,1
I'm Muslim and follow Islam here in the West. Do you have a problem with it? What are you going to do about it?,1
Does the kinship between humans and bonobos explain why a lot of humans seem obsessed with sex?,1
Do people meet up to lose their virginity here?,1
"Would it be illegal for Armenians, Greeks and Kurds to deport Turks back to their homeland of Mongolia? Would Mongolia accept such a large population deportation and would Turks be happy to return to their homeland?",1
Is Pakistan cancer for mankind?,1
Does Donald Trump know he's an asshole?,1
Why was Allah so cruel to 6-year-old Ayesha and make her a bride to a 52-year-old man?,1
Why are African Americans either victims or the criminal? Why can they be something in-between? Or normal people?,1
Can Indians ever overcome their colonial hangover of fair skin obsession?,1
Are (Asian) Indians in the USA - bad tippers?,1
"Wouldn't ""Trump And The Attack Of The Bowling Ball"" be a good title for the upcoming movie or do you have one of your own?",1
"What would have to be proven to show that Cohen is guilty of influence peddling, a crime? Any more than is already a matter of public record?",1
Why are white girls obsessed with Muslim and ethnic guys?,1
"If Donald Trump pardons himself, would that count as an admission of guilt and make it easier for the state attorney general to prosecute on related but not identical charges?",1
Why do girls become Fat after marrige?,1
How can I seduce with my widow mom?,1
"Why is it that only Muslims are having problems with India, while the Sikhs, Jews, Buddhists, Christians, and Zoroastrians are living peacefully?",1
Would Superman be stronger with darker skin?,1
Why is Quora filled with feminists?,1
Are brothers smarter than sisters?,1
Should Muslims hide their religion?,1
Can asperger's recognise sarcasm in relationships?,1
Why does Quora support Islamist and terrorist users?,1
Why Indian women don't ask foreign men for dick pics even though Indian men ask foreign women for boob and vagena pic?,1
"Why do black people continue to perpetuate racism by referring to themselves as ""African Americans"" when in fact most have little to no relation to Africa.?",1
"Do people with ASPD (psychopathy) find it easy to spot others who have ASPD? If so, do they believe Hillary Clinton has ASPD?",1
I am very emotional and cry in joy every time I realize Trump is our President. What are liberals going to do about this?,1
When do you say “enough lies” to Trump? He lies like he breathes.,1
"Since the rich people are from democratic places like Silicon valley or Manhattan anyway, can’t they just write extra cheques to the IRS after Trump's tax cut, or will the IRS refuse to take the money?",1
Why do Indians take pills without medication?,1
"Why do other people have political or religious beliefs that differ from yours? Are they underinformed, brainwashed, innocent victims of an intellectual blind spot, or something else entirely?",1
Do Democrats realize that Robert E Lee was not Asian?,1
When will Mueller complete his investigation so president Trump can resign and focus on running his businesses?,1
What are the reasons behind crime other than not believing in God or lacking the fear of God?,1
Why do liberals think that everyone just wants to be equal?,1
"Why do Liberals hate White nations staying White? For example, Liberals are angry at Poland for not wanting to ""diversify"" their nation. Why is this?",1
Did Narendra Modi block the nomination of Arvind Kejriwal for the Nobel Peace Prize?,1
How can I make my daughter get an abortion?,1
My name is Roj Hilata. Will this be a problem in India where I will be moving to study?,1
Could Obama go to prison if it is determined that he had Trump wiretapped illegally?,1
Why are rohingyan Muslims coming to India despite of China sharing closer neighborhood to them?,1
Do some atheists feel guilty about indoctrinating their children with atheism and not giving them hope and a moral compass?,1
What is it like to be a gay in IIT Madras?,1
"How can we get rid of the liberal ""deep state"" so that we can further advance the Trump agenda and MAGA?",1
What are some silly/childish things done by Indian Facebook users?,1
What if Donald Trump and Adolf Hitler teamed up with Thanos in Infinity War?,1
Why can't liberals be more thick-skinned and politically incorrect like conservatives?,1
Would a restaurant in an American city that gave out free meals to the homeless go bankrupt? CNN had this story about a Canadian Halal restaurant that does just that. But aren't Canadians less selfish and more communal than Americans?,1
How does letting illegal immigrants into the USA solve anything?,1
Who are the people who killed by Modi?,1
Is PragerU a right-wing propaganda?,1
"If Donald Trump is such a bad person to have as a President, how come there has not been one single person to step up with superior alternative/challenging policy proposals?",1
Why do rightists think that turning India into a totalitarian Hindu theocracy will make India a world power?,1
"Why wouldn't people realize that racism is just a myth and more so a propaganda, because physically attractive Asians, blacks and Hispanics never get discriminated against?",1
"Why do Japanese people still distort their sinful, inhuman war atrocity?",1
"In India, boys propose a girl and even if the boy is good natured and may even be a friend most of the girls reject and finally get married to unknown man. Why do they do this? Don't they have self-respect or something else?",1
Do Indian Muslims vote only those political party who appease them disregarding India's interest?,1
"Will I make America a better place and crime free if I lock up all of the people who suck at interacting with others, and suck at being able to pay for life’s necessities?",1
Why is the average IQ of Muslim countries lower than that of Christian and atheist countries? Is it because of genetic or else religious cause?,1
Why suddenly people are trolling south Delhi girls? Are south Delhi girls are really idiots or trolls just become more bigots?,1
Will Muhajirs be able to defame Pakistan further?,1
What if white people were aliens?,1
Should general category stop giving there taxes until and unless caste based reservation is not removed?,1
What is the career path for an evil dictator in subsaharan Africa?,1
How can a vicious warlord and child molester Muhammad be considered by Muslims as a paragon and the greatest of men? Is Islam an ideological sect devoted to submission to him?,1
How many ladies like doggystyle sex?,1
"Did England and France gift Mongolian Gypsies (Turks of Turkey) Greek, Kurdish, and Armenian land to stop them from spreading into Europe? There are currently 8 million Mongolian Gypsies in Europe?",1
Why don't we deport Obummer?,1
"Why do Indians honk incessantly and indiscriminately in traffic. So uncivilized, of a human race. Why can't they just be like foreigners?",1
"(WARNING: Anonymous troll!) Do progressives not understand that a gunman facing a resource officer shooting at him, who chooses to take his own life, is equivalent to the resource officer killing the gunman? Do they think the killer wouldn't have …",1
Is it fair to say that Democrats talk about environmentalism to obscure their hatred of industrial workers and miners?,1
What is the moral justification for Britain to occupy the Falklands and not return them to Argentina?,1
"Optimism is the most delicate of emotions. Can today's youth throw off the old hell, fire and brimstone saddlebags of believable lies preached by climate change catastrophists and reach for the stars? Fight the blindfold.",1
Why is the Hulk so crappy and fat?,1
Why are Bengalis so intelligent than other groups?,1
"My 20 month old daughter throws her dinner plate after every meal, how should I discipline her and get it to stop?",1
Why Indians hate or do not believe NRIs about their love to India?,1
Why are white Men so hesitant to marry Black Women but seem to have no problem sleeping with them?,1
"Why do boring, normal people hate weirdos? Weirdos are colourful and original. Normal people are lemmings, too scared to stand out. Why the animosity towards those amazing weirdos?",1
Should we ask the PLA to nuke the world if any westerner badmouths China?,1
Are Chinese Indonesians slobs or snobs?,1
How rapist in India are Muslims?,1
"Do koren boys like Muslim girls (not Arab ones and not black skinny… an ""Europe"" one or smth?",1
Does the Chinese nationalism disgust you?,1
"An Israeli friend has said to me that ""liberals are the cause of all the problems in Israel and in the US.How shall I answer him?",1
Is a toilet a swimming pool?,1
Why are Rohingya Muslims uneducated?,1
"How can we whip America into an anti-Chinese fervor so great that when China is hit by a natural disaster, crowds cheer in the US?",1
I get horny when I see Modiji. How can I use him for my own pleasures?,1
"Why can't a few billionaires pool in their resources and political muscle to fight for stricter gun control, when the NRA can pour in $ 30-50 million in lobbying against gun control? Do they lack motivation or the spirit to fight the fight?",1
"Given that Jews call themselves god chosen people and Nazis call themselves the master race, is National Socialism just a secular form of Judaism?",1
Is the left overreaching in their investigations on President Trump?,1
I was at school and a boy and I got into a big arguement and I slapped him and hit him. He then speared me in the head. Why did he attack me? Boys are not supposed to hit girls.,1
Why don't Spanish Muslims rise up against Spain?,1
"When Obama is arrested, could he be executed for his crimes?",1
Why are South Indian so insecure?,1
Why do LGBT+ people care about labels so much? It seems a lot of more moderate people are driven away from the movement due to so many people wanting exact specific labels and titles unique to themselves.,1
Why are some people asking questions on Quora such idiots?,1
When Clinton didn't want illegals why was that good? When Trump doesn't want illegals that's bad.,1
Why did Aurangzeb assasinate Chhatrapati Sambhaji Maharaj according to the Manusmriti rule on the request of Brahmins?,1
"Why shouldn't Eric Holder bear some responsibility for the Lakeland school shooting, when it was his promise program that kept Nicholas Cruz' crimes out of the firearms database?",1
Is it mostly people who have no life who use Quora?,1
Is Dani Alves Neymar's bitch?,1
Why are men usually upset at first when they find out their child is going to be a girl?,1
Moderation has removed my question without giving any reason at all. What's that about?,1
Is it okay as a 37 year old man to be sleeping with high school girls?,1
Why is Trump such a wimp? Where was he during the government shut down?,1
Are (poor and needy) Trump voters still convinced that Trump and the Republicans are really looking out for their own best interests?,1
How do I encourage my wife to do more housework?,1
Why are Republicans so worried about the national debt when creditors can easily be calmed by nuclear attacks?,1
Do you think India would have been a much better place if every single Muslim had left for Pakistan in 1947?,1
"Does saying ""Zionists used the Nazis to force Jewish masses to move to the Jewish state"" count as holocaust denial?",1
Why is it that women always say they want a good man but when they meet him they friend zone him?,1
Why did Trump sexually abuse Chelsea Clinton?,1
Why are white Americans afraid of mexicans? What exactly they fear about us?,1
Do people of Chinese ethnicity dominate everything in Malaysia?,1
"How did Nazism believe in empowering women, but in a different way than today?",1
Why does Quora have a problem with free speech?,1
Do you believe that Donald Trump is the second coming of Jesus Christ?,1
How would you differentiate between an angry anti-Trump Democrat and an angry anti-Obama Republican?,1
"By recognizing Jerusalem as the capital of Israel, is Trump giving Muslims a chance to show themselves to follow a ""religion of peace""?",1
"Why are so many Chinese Indonesians spoilt, arrogant, showoffs?",1
"Mr Awadesh Singh we gave congress 60 years even though through corruption and secularism it destroyed India, why can't we give hard working and honest man like Mr. Modi another chance?",1
Why don't white people go back to Europe instead of telling other people where to go?,1
What percent of the so-called ex-Muslim refugees were simply practicing taqiyya?,1
How shall we remove a virus called Islam?,1
What White House post should Donald Trump offer Stormy Daniels?,1
"Why are the average Americans mostly highly intelligent, have a vast knowledge of many fields of daily life, are cleverly sarcastic, and can learn extremely quickly compared to the rest of the First World countries? Is it their education system?",1
Why are so called educated people still trying to use germ cells that change to validate evolution?,1
Why is me dealing with Internet atheists usually leaves off bad results?,1
Why did God created his own opponent Is he so bored?,1
Would atheists like all theism to disappear or keep some theism around for the diversity of viewpoints?,1
How you are going to stop feminisam?,1
"Looking at the whole picture, are black people the most out of control race?",1
How do you bend over and suck your own asshole?,1
Were Native Americans more or less civilized than Europeans. Use evidence from the Primitive/Civilized PDF?,1
"Why do black people put each other down, but don't let them date outside their race?",1
Why do people think ideas and feelings that are politically correct matter more than actual facts and solutions?,1
"How is it for a spaniard to live in the USA? I've heard that Americans are very racist, is it true?",1
Why do African-Americans like very dark-tinted car windows so much? Do they feel uneasy being seen and feel better in hiding?,1
Can mom let son have sex with her?,1
Having only girl child is a sin and should parents continue till they have a son?,1
Why Hindus don't eat beef when they've been told to do so in their scriptures?,1
Why is it that only in America we have free speech?,1
Is it so easy to rob a bank in India and then run away abroad? What happened to Modi Jee? Will Miss Shweta Shalini own up to the fact that her government has failed to curb corruption and looting as promised?,1
"Do you think media helped elevate Trump over other Republican nominees like Rubio, Walker, Cruz, Paul, Jindal, Carson, Cain, Fiorina and others because media believed they had their best chance to win with Hillary versus Trump? I do, what a failure.",1
"How can American tabloids publish claims about the Queen dying, and Camilla being an alcoholic?",1
"Is it true that just by increasing the population of Muslims, enables them to defeat any country?",1
How do I break your foot?,1
Why is Russia so much better at spreading propaganda on the Internet compared to the West?,1
"Trump allies urge him not to talk to Mueller. Why would they do that if Trump is being honest, and did not collude with Russians, and has nothing to hide?",1
"Why doesn't Trump post on Twitter “F you people who hate me and comment about me, go to hell.”?",1
What happens if you eat dead babys for fun?,1
Does the biblical King David's relationship with Bathsheba excuse President Trump's treatment of women?,1
The University of California system penalizes Asian American applicants 280 points on their SAT score. How many points are deducted from a half white - half Asian child?,1
Why doesn’t the USA create a firearms buy back program and make any gun ownership illegal?,1
How gays are still multiplying even they dont mate a true female to spread their gay genetics?,1
Why do women still initiate divorce even after knowing the life long effects on the children and on the man they as an adult agreed to marry for life?,1
Why does it feel like I'm being profiled when I'm on this app now? It never used to be like this and now it's about finding out personal information that I'm not comfortable with. Nice try Quora. You’re too obvious.,1
Are Mormons sexist?,1
Why is that bigger people are usually dumber?,1
How did the Jewish try to advertise their community intellect?,1
Why is James Jones not given more credit as an all-time great now that he has won three NBA titles along with three other Finals appearances?,1
Why do people say a free spirited women is a hoe?,1
Are modern educated Indian women aware of the fact that because of their delay in marriage the 'Hindu' birth rate is going down?,1
"Why do some people claim homosexuality is natural and genetic as opposed to being caused by environment, considering gay people do not pass on their genes?",1
What females are better relationship wise? British or American?,1
How is it possible Trump is allowed to get away with using his golf trips on the weekends as cover for his pay for play politics with his rich friends and lobbyists?,1
What is wrong with saying pork is nice in Islam?,1
Why don't Middle Eastern Arabs like to hear the fact that North African countries are not Arabic countries because they are 80% Berber?,1
Why did Donald Trump completely dominate Kim Jong-un during the meeting today?,1
Why do so many atheists feel the need to insult theists?,1
Is it true that students that will return to India after completing their study will not get a PR?,1
Why do (most) atheist think that just because someone is Christian means they’re uneducated and dumb?,1
Is it okay for a 12 year old woman to date a 39 year old man?,1
How could a retard like Trump get elected?,1
"Why was Obama so negligent with America's economy, and so concerned with pop-culture?",1
"Do ""assault weapon"" features make a weapon more effective in a school shooting than an identically chambered wooden rifle of the same type?",1
"Is it correct to state that ""Britain was the greatest thief in history of humanity""?",1
Anonymous: Why do people think that I'm gay just because I'm a guy and I like guys? It means I'm straight. Why doesn't anyone understand this?,1
"Why did the richest and most powerful organisation in the world, the Roman Catholic Church, sit back and watch their loyal subjects die of starvation in the Irish Hunger, and when will the Vatican be honest and admit that it didn't care?",1
Does Russia view the residents of the Donbass as being inferior to the residents of Crimea?,1
"With Mandarin's dominant position secured with official policy, why do Mandarin chauvinists still bash dialect-speakers defending their dialects?",1
Why do you think that the English people are cruel as they make Sikh people do bad things and they did atrocities on my brother Niraj then why Indians did not save him or us even my brother Ravi went through ordeal and lost his career then if you?,1
Are Pakistanis & Kashmiris fed up with secret reporting & mass downvotes from India?,1
"How can Republicans call themselves the biggest patriots in America, and claim to support “America First” but support/defend/ignore our president and his campaign team colluding with Russia?",1
Is Mark Zuckerberg really half Middle Eastern and half European being that he is Ashkenazi Jewish?,1
"Is it true that Muslims first enter into foreign land in small amount, then multiply their population, then build Mosque, then slowly take away entire land from Non Muslims?",1
Why do you sell your cunt?,1
Why do people that criticise Israel and denying the Holocaust could get into jail for antisemitism while Islamophobes harassing Muslims with say terrorist accusations and death threats don't get the same charges?,1
Will the seizure of the Holy Embassy in London cost Jews all lives and assets?,1
Who are the millenials? And why do they wine so much about everything?,1
"Who is the real First Lady, Melania Trump or Ivanka?",1
18 male/Mom is 48 and divorced-How to properly pursue my mother sexually?,1
"Why is Trump protecting Carter Page, a recruited Russian Spy and inviting secretly Russian Top Spies into the USA?",1
"Do numbers or mathematics have any truth at all. Therefore regardless of bullshit science, physical or non physical realms would still equal one being crazy or sane?",1
Why do anonymous trolls use Turkish names at the moment to set up sock puppet accounts on Quora?,1
Why do alot of South~Asians have a deep Inferiority Complex with their Western/Middle~Eastern neighbours?,1
"You should better go for IBPS, I think.Don't be idle .This is not a question. Regards?",1
It appears Gov. Brown will be held accountable under Federal Laws for harboring criminal aliens. How will Gov. Brown survive in jail?,1
WHY are the WORKERS AT GOOGEL SO STUPID?,1
Do you stupid liberals really believe in dumb shit like 'rape culture'?,1
Does Quora exist?,1
Is the water making the frogs gay?,1
Can god go back on his word and send those who accepted Jesus to hell? While letting atheists into heaven?,1
"Should we ban foreign Muslims from donating to US mosques, to prevent the spread of Wahhabism, and Radical Islam?",1
Should all narcissists be killed?,1
"Why aliens are so racist, they always land in USA?",1
Why did [SPOILER: See comments] die in the end of The Last Jedi?,1
Is Stephen Hawking a real human or a robot representing a think tank?,1
"What do you think of athiests hypocracy! They believe in evolution, which cannot be filmed by camera, yet they deny God because he cannot be seen?",1
"Since Ottoman Jews had children with Slavic slaves, does this mean that Ottoman Jews got whiter generation after generation? If so, was there an intention behind this 'whitening'?",1
Is the average Russian male sexually adventurous?,1
"If criminals never pay their debt to society, why can’t they just throw them into the fires of hell like in John 3:36, since all crime deserves eternal punishment?",1
How long will it be until North Koreans should be considered a different ethnic group than other Koreans because they're so genetically different?,1
Did you know Jesus hates religion?,1
How are women more hypocritical than men in speech situations?,1
Why is there so any people who are in Toronto with visa's who don't deserve to be here and so many who want to contribute and are denied a Visa! Makes no sense at all to me ?,1
Is it true that most terrorists are Muslim?,1
"Is French overrated? Do you think it is unfair that such a big culture be promoted so expensively? Are Italian, Brazilian, and Ukranian prettier languages?",1
Why is America a country built by blacks for whites?,1
How you fucked your aunt?,1
"I often chase people, but I'm still not sure how to grab them and how do I hold them in place?",1
Has any Hyderabadi Muslim threatened you because you aren't a Muslim or didn't comply with their moral codes and societal norms?,1
Why is the Holocaust always remembered and emphasized when 6 million Jews died but Mao's mass murder of 70 million Chinese is not?,1
"Out of all the problems with the Mormon Church, which is the most damning?",1
Are atheists aware that it is actually less intelligent to not believe in God?,1
Should Abhijeet Bhattacharya be kicked on his nude ass?,1
Can an incontrovertible causal link be established between immigration of Muslims and a significant increase in violent crimes in Sweden?,1
What are some real life stories of brother sister incest?,1
Is it true that that liberals and leftists keep alive racial issues and stereotypes for ideological and political purpouses?,1
"Why are so called scientists unable to find a solution to ""global warming"", yet criticize President Trump for his rational environmental policy?",1
"If people really believed in Christianity, wouldn't they be screaming in the street and running terrifying commercials to save us all? Do churches believe what they teach, or do they believe they should believe, but they don't really believe it?",1
"Why are religious people ridiculed for following their scriptures, but Americans are given a free pass for following their Constitution blindly? E.g. not restricting the availability of guns because of the Constitution even though people are dying.",1
Why does people of Ajmer is so much illiterates and backward?,1
How do Democrats honestly believe Obama wouldn't have dodged the Vietnam draft if he were eligible at the time?,1
Why does Linda Sarsour hate Jews?,1
Why would the party so protective of the rights of unborn children approve of snatching young children from the arms of their parents at the US border? Is there something about being born that cancels children’s rights?,1
Why would any American want a socialist dictatorship - government by decree?,1
"Why do people go to jail for murder each day but, abortion is legal and even funded by Planned Parenthood? Murder is murder, is it not?",1
Do moms have sex with sons?,1
Would Tyrion Lannister castrate himself in order to save humanity from the White Walkers?,1
Why Nigerians continue to do drug business even though they know the risk of going to jail?,1
Can you elaborate your sex faantasy with your mom?,1
Is India the official rape capital of the world now with not only females but young males also getting raped?,1
Why do I hear white people from the 1990’s say they hate white people?,1
"Is to inhale a cigarette to repent, even if your atheist?",1
How are white men saving brown women from brown men?,1
Why is my schlong so big?,1
Should dangerous children be euthanized?,1
Why is it that the white girls hate Indian guys?,1
How do I make my gay daughter a lesbian?,1
Why do Jews and Israelis mock the non-religious Iranians more?,1
Why is Justin Trudeau such a cunt?,1
Why does every parent want their autistic child to not get married and have children?,1
"Marshawn Lynch sat during our national anthem to boos, but stood for the Mexican anthem. If NFL players feel so grossed out by the U.S., why don’t they move to their utopian country?",1
Why do North Indians want an India which speaks Hindi and is Hindu?,1
"Is it easy to defeat Vietnamese military right now since they have outdated equipment, incompetent leaders and coward soldiers?",1
Will you marry my goat?,1
Are females vastly more privileged than males but pretend to be oppressed to benefit from affirmative action and be granted unfair advantages in life out of pity and male sexual lust which they arouse?,1
Why are women in India over-privileged nowadays such that many bad ladies misuse the laws made for their protection to defame the man whom they want to?,1
Why do you see few socially awkward black people?,1
"Now that the stock market is plummeting, will Trump supporters concede that he is bad for the economy?",1
"If feminists want ""equal rights"", then why are they not worrying about the porn industry?",1
"Can I buy weed legally in Stockton, and where?",1
Hi there…my stepsister and I have grown a sexual tension but we havent talked about it or done anything about how do I let her know that I have feelings for her?,1
Say that I draft a paper saying that the person who signs this I am allowed to molest. I get the paper in front of someone and he signs it without seeing it. Can I go ahead and molest him?,1
Why are Gujaratis so self-obsessed with their state and don't bother to see the beauty of other cultures and states?,1
How can I objectify women?,1
Why don't Black Americans have traditional bourgeois values?,1
"When will people realize that Western culture is the best, and the West is the best?",1
Is it bad that my IQ is 249?,1
"Why is Islam the most filthiest, violent, hypocrite, radical, barbaric, intolerant, reluctant and stale religion in this world?",1
"If aliens are watching a pissing match between the US-Russia in Syria, what would they think? Will they intervene?",1
"If everybody in the world turns gay or becomes a lesbian, then will humanity stop? Then how can it be right if it is universally not logical as the reproduction process is the essence of life.",1
Was a feared invasion of America by New Zealander forces in WW II even feasible?,1
How many evolutionists it takes to change light globe?,1
"What happens if I refuse to address someone by their made-up, gender-neutral pronoun?",1
Why can't women get over emotional hurt as easily as a male can?,1
"Why don't we kill people who try and cross borders illegally? It would solve the US's illegal immigrant problem, and it would solve Europe's refugee problem",1
Why should we kill all human beings?,1
"If people think Donald trump is such a danger to the planet, why isn't anybody attempting to assassinate him?",1
Why the hell do some people who are anti-China try to find jobs in China?,1
At what point can you justify being 'not straight'?,1
"Which South Indian Hindu girls look more beautiful, Maliyali, Karnataka, or Marathi girls?",1
Why did you decide to marry your niece?,1
Why are boys more wiser than girls in every aspect?,1
"Obama said Trump and Americans should just be quite as Iranians protest against the Mullahs and get gunned down in the streets, is Obama right?",1
Can African countries improve their economies despite their population low average IQ?,1
Why is that Prophet Mohammad used rape as weapon to spread Islam? He also promoted child sex/rape by himself marrying 6-year-old Aisha in name of Allah. Are child sex/rape only his dirty brain work?,1
How do the British stop believing that they're superior to everybody else?,1
Will Democrats make the US become a communist regime?,1
Will people correctly interpret the upside-down U.S. flag on my vehicle as a protest of Donald Trump (idiot-in-chief)?,1
How can 15 million blasphemous bandits not be a nation or religion?,1
Where can I find dead slave under water?,1
Could USA successfully bomb moscow?,1
How do I deal with some gender biased so called feminists on Quora who come here just to hate all men?,1
Why are Singaporean girls so into Caucasians?,1
Do you think Melania is happy that her husband had an affair with a porn star? I feel almost as sorry for her as I do for the rest of us.,1
"Why do the Japanese have such a bad impression about Indian people, even we are the enemy of their enemy - China?",1
Have you ever had sex with a family member? If so how did it happen?,1
Are the Nordics aliens?,1
How did Stalin embark on the process of Stalinism?,1
Why do a lot of Russians say that Ukrainians are Nazis?,1
Why did Manaphy go to the restaurant in Pokemon?,1
Are the Chinese able to blowjob?,1
Why does the medic Ezor Alaris get to murder someone and walk away?,1
Has God placed Jews as the rulers of the modern world?,1
Do people think Trump is like a cuddly teddy bear or a pet lizard?,1
"Who started the saying, “Grab her by the Trump”?",1
How do I humiliate my boyfriend because of his small dick?,1
Why are feminists so crazy and spiteful?,1
"Why should men get married? Seems like a boring, annoying chore that mostly benefits women?",1
How do conservatives and republicans feel about Trump conceding world power to China and Russia? Is that the intention?,1
"What are some feelings about Trump's statement that the liberals want to remove Robert E. Lee's statues but not George Washington's, who owned slaves?",1
"If something is right there, can Quora moderator braincells see and understand it?",1
